"success","trial_type","trial_index","time_elapsed","internal_node_id","label_stranger","label_friend","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","screen","date","time","screen_height","screen_width","researcher","sona_id","prolific_id","study_id","session_id","rt","stimulus","response","question_order","timeout","failed_images","failed_audio","failed_video","trial_duration","shape","trial_number","answer","answer_correct","correct","condition","label_condition","block_number","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","type","illusion_strength","illusion_difference"
"","html-keyboard-response","349","140708","0.0-22.0-1.104","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","88","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Eminem</div>","e","","","","","","","triangle","105","match","mismatch","false","","Stranger","1","","","","","","","","","","",""
"","html-keyboard-response","350","140887","0.0-22.0-2.104","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","177","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","e","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","351","141390","0.0-22.0-0.105","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","352","141418","0.0-22.0-1.105","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","27","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Eminem</div>","e","","","","","","","square","106","match","match","true","","Stranger","1","","","","","","","","","","",""
"","html-keyboard-response","353","141605","0.0-22.0-2.105","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","186","<p style = 'font-size: 300%; color:green'>Correct!</p>","e","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","354","142107","0.0-22.0-0.106","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","355","142178","0.0-22.0-1.106","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","70","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Eminem</div>","e","","","","","","","square","107","match","match","true","","Stranger","1","","","","","","","","","","",""
"","html-keyboard-response","356","142373","0.0-22.0-2.106","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","193","<p style = 'font-size: 300%; color:green'>Correct!</p>","e","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","357","142875","0.0-22.0-0.107","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","358","142893","0.0-22.0-1.107","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","18","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>You</div>","e","","","","","","","triangle","108","match","match","true","","Self","1","","","","","","","","","","",""
"","html-keyboard-response","359","143084","0.0-22.0-2.107","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","190","<p style = 'font-size: 300%; color:green'>Correct!</p>","e","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","360","143586","0.0-22.0-0.108","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","361","143661","0.0-22.0-1.108","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","74","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Eminem</div>","e","","","","","","","triangle","109","match","mismatch","false","","Stranger","1","","","","","","","","","","",""
"","html-keyboard-response","362","143857","0.0-22.0-2.108","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","196","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","e","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","363","144359","0.0-22.0-0.109","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","364","144492","0.0-22.0-1.109","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","132","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>xxx</div>","e","","","","","","","triangle","110","match","mismatch","false","","Friend","1","","","","","","","","","","",""
"","html-keyboard-response","365","144695","0.0-22.0-2.109","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","202","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","e","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","366","145198","0.0-22.0-0.110","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","367","145346","0.0-22.0-1.110","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","148","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>xxx</div>","e","","","","","","","circle","111","match","match","true","","Friend","1","","","","","","","","","","",""
"","html-keyboard-response","368","145569","0.0-22.0-2.110","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","222","<p style = 'font-size: 300%; color:green'>Correct!</p>","e","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","369","146071","0.0-22.0-0.111","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","370","146135","0.0-22.0-1.111","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","63","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Eminem</div>","e","","","","","","","square","112","match","match","true","","Stranger","1","","","","","","","","","","",""
"","html-keyboard-response","371","146378","0.0-22.0-2.111","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","241","<p style = 'font-size: 300%; color:green'>Correct!</p>","e","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","372","146880","0.0-22.0-0.112","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","373","146921","0.0-22.0-1.112","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","40","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/square.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>xxx</div>","e","","","","","","","square","113","match","mismatch","false","","Friend","1","","","","","","","","","","",""
"","html-keyboard-response","374","147165","0.0-22.0-2.112","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","243","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","e","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","375","147668","0.0-22.0-0.113","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","376","147700","0.0-22.0-1.113","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","31","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>xxx</div>","e","","","","","","","triangle","114","match","mismatch","false","","Friend","1","","","","","","","","","","",""
"","html-keyboard-response","377","147972","0.0-22.0-2.113","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","271","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","e","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","378","148475","0.0-22.0-0.114","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","379","148702","0.0-22.0-1.114","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","226","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/triangle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>xxx</div>","e","","","","","","","triangle","115","match","mismatch","false","","Friend","1","","","","","","","","","","",""
"","html-keyboard-response","380","148938","0.0-22.0-2.114","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","235","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","e","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","381","149441","0.0-22.0-0.115","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","382","149604","0.0-22.0-1.115","Eminem","xxx","","","","","","","","","","","","sat_trial","","","","","","","","","","162","<div style='bottom:60%; right:20%; left:20%; position:fixed'><img src=https://realitybending.github.io/IllusionGameSelfAssociation/experiment/SelfAssociation/stimuli/circle.png height=20%></img></div><div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div><div style = ""font-size:300%; text-align: center; position:fixed; top:70%; right:20%; left:20%""><b>Eminem</div>","e","","","","","","","circle","116","match","mismatch","false","","Stranger","1","","","","","","","","","","",""
"","html-keyboard-response","383","149837","0.0-22.0-2.115","Eminem","xxx","","","","","","","","","","","","sat_feedback","","","","","","","","","","232","<p style = 'font-size: 300%; color:red'>Incorrect!</p>","e","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","384","150338","0.0-22.0-0.116","Eminem","xxx","","","","","","","","","","","","sat_fixationcross","","","","","","","","","","null","<div  style='font-size:500%; position:fixed; text-align: center; top:50%; bottom:50%; right:20%; left:20%'>+</div>","null","","","","","","500","","","","","","","","","","","","","","","","","","",""
